RCDTS,Type,School_Name,District,District_Size,School_Type,NR_Student_Enrollment,PERC_Student_Enrollment___White,PERC_Student_Enrollment___Black_or_African_American,PERC_Student_Enrollment___Hispanic_or_Latino,PERC_Student_Enrollment___Asian,PERC_Student_Enrollment___Two_or_More_Races,PERC_Student_Enrollment___Children_with_Disabilities,PERC_Student_Enrollment___EL,PERC_Student_Enrollment___Low_Income
280372300262001,School,Wethersfield Elem School,Wethersfield CUSD 230,MEDIUM,ELEMENTARY,333,74.8,2.4,15.0,1.8,6.0,16.5,1.5,49.8
280880010262001,School,Bradford Grade School,Bradford CUSD 1,SMALL,ELEMENTARY,108,95.4,0.9,,,3.7,23.1,,57.4
280881000262002,School,Stark County Elem Sch,Stark County CUSD 100,MEDIUM,ELEMENTARY,322,91.9,1.6,2.5,0.6,3.4,19.6,0.9,53.1
300020010222004,School,Cairo Elementary School,Cairo USD 1,SMALL,ELEMENTARY,184,13.0,73.9,0.5,,12.5,22.8,,99.5
300020050262002,School,Egyptian Elem School,Egyptian CUSD 5,SMALL,ELEMENTARY,226,73.5,12.8,0.4,,13.3,20.4,,99.6
300390860032001,School,DeSoto Elementary School,DeSoto Cons SD 86,SMALL,ELEMENTARY,201,89.1,2.0,1.0,,8.0,18.9,,56.7
300390950022003,School,Thomas Elementary School,Carbondale ESD 95,MEDIUM,ELEMENTARY,319,27.9,48.9,9.7,3.1,10.0,13.8,11.0,69.3
300390950022005,School,Parrish Elem School,Carbondale ESD 95,MEDIUM,ELEMENTARY,461,27.3,48.6,12.6,3.3,8.0,12.1,13.7,65.7
300390950022008,School,Lewis School,Carbondale ESD 95,MEDIUM,ELEMENTARY,318,27.0,47.5,11.0,2.8,11.3,14.5,9.4,69.8
300391300042001,School,Giant City Elem School,Giant City CCSD 130,SMALL,ELEMENTARY,234,79.5,8.5,1.7,1.7,8.1,15.0,,36.8
300391400042001,School,Unity Point Elem School,Unity Point CCSD 140,MEDIUM,ELEMENTARY,670,65.4,13.4,6.7,11.3,1.2,21.3,12.2,62.1
300391760262008,School,Trico Elementary School,Trico CUSD 176,MEDIUM,ELEMENTARY,434,82.5,0.5,14.7,,1.8,14.5,7.6,64.3
300391860262009,School,Carruthers Elementary School,Murphysboro CUSD 186,LARGE,ELEMENTARY,442,71.0,15.8,6.1,,7.0,23.1,3.2,97.7
300391860262010,School,Gen John A Logan Attendance Cntr,Murphysboro CUSD 186,LARGE,ELEMENTARY,406,67.2,16.0,6.2,,10.6,18.0,3.7,97.8
300391960262003,School,Elverado Primary School,Elverado CUSD 196,SMALL,ELEMENTARY,114,90.4,1.8,1.8,,6.1,12.3,,76.3
300391960262004,School,Elverado Intermediate School,Elverado CUSD 196,SMALL,ELEMENTARY,75,93.3,1.3,,,5.3,18.7,,72.0
300730050022001,School,Tamaroa Elem School,Tamaroa School Dist 5,SMALL,ELEMENTARY,82,97.6,,1.2,,1.2,31.7,,81.7
300730500022001,School,Pinckneyville Elem School,Pinckneyville SD 50,MEDIUM,ELEMENTARY,288,91.0,1.0,2.4,0.3,4.2,14.9,,42.7
300730500022002,School,Pinckneyville Middle School,Pinckneyville SD 50,MEDIUM,ELEMENTARY,240,90.0,0.4,2.9,0.8,5.8,14.2,,40.4
300732040042001,School,Community Cons School,CCSD 204,SMALL,ELEMENTARY,148,94.6,,,0.7,4.7,18.9,,39.9
300733000262002,School,Du Quoin  Middle School,Du Quoin CUSD 300,MEDIUM,ELEMENTARY,437,82.6,5.5,1.8,0.7,9.2,15.8,,57.4
300733000262003,School,Du Quoin  Elementary School,Du Quoin CUSD 300,MEDIUM,ELEMENTARY,486,86.8,3.5,1.2,0.6,7.8,14.8,,52.7
300771000262004,School,Century Elementary School,Century CUSD 100,SMALL,ELEMENTARY,169,79.3,10.7,1.2,1.2,7.1,17.2,,68.6
300771010262005,School,Meridian Elementary School,Meridian CUSD 101,SMALL,ELEMENTARY,328,36.6,51.8,1.2,,10.4,22.6,,98.5
300910160042001,School,Lick Creek Elem School,Lick Creek CCSD 16,SMALL,ELEMENTARY,149,93.3,1.3,,0.7,4.7,15.4,,38.9
300910170222002,School,Cobden Elem School,Cobden SUD 17,MEDIUM,ELEMENTARY,212,67.9,,29.7,,2.4,13.7,18.9,63.2
300910370042002,School,Davie Elem School,Anna CCSD 37,MEDIUM,ELEMENTARY,142,89.4,0.7,8.5,1.4,,21.1,3.5,64.8
300910370042003,School,Lincoln Elem School,Anna CCSD 37,MEDIUM,ELEMENTARY,250,90.4,0.8,6.8,0.4,1.2,24.4,4.0,54.4
300910430042001,School,Jonesboro Elem School,County of Union Sch Dist No43,MEDIUM,ELEMENTARY,400,92.5,1.3,5.0,0.5,0.8,29.5,0.8,56.0
300910660222001,School,Dongola Elementary School,Dongola USD 66,SMALL,ELEMENTARY,158,96.8,,1.9,,1.3,21.5,,71.5
300910840262005,School,Shawnee Elementary School,Shawnee CUSD 84,SMALL,ELEMENTARY,162,95.7,2.5,,,1.9,19.8,,96.9
310450460222006,School,Lincoln Elementary School,SD U-46,LARGE,ELEMENTARY,412,20.1,6.3,58.3,8.5,4.1,14.1,41.0,62.6
310450460222007,School,Hilltop Elementary School,SD U-46,LARGE,ELEMENTARY,598,26.9,7.5,44.1,15.2,4.8,15.7,37.8,54.3
310450460222008,School,Timber Trails Elementary School,SD U-46,LARGE,ELEMENTARY,467,22.5,5.1,45.6,21.0,3.0,17.8,49.3,50.7
310450460222009,School,Bartlett Elem School,SD U-46,LARGE,ELEMENTARY,503,57.1,5.8,14.1,16.9,6.0,16.1,12.9,29.8
310450460222010,School,Century Oaks Elem School,SD U-46,LARGE,ELEMENTARY,524,12.2,13.7,66.4,3.8,2.7,16.6,52.7,77.3
310450460222011,School,Channing Memorial Elem School,SD U-46,LARGE,ELEMENTARY,436,6.0,7.6,82.1,,2.8,16.3,67.9,89.2
310450460222012,School,Clinton Elem School,SD U-46,LARGE,ELEMENTARY,454,59.3,4.0,28.9,4.8,3.1,23.6,12.6,40.1
310450460222013,School,Coleman Elem School,SD U-46,LARGE,ELEMENTARY,676,8.9,3.8,80.0,1.2,3.1,14.9,64.9,81.2
310450460222015,School,Garfield Elem School,SD U-46,LARGE,ELEMENTARY,298,4.4,9.4,81.5,,2.3,21.8,69.8,90.9
310450460222016,School,Harriet Gifford Elem School,SD U-46,LARGE,ELEMENTARY,418,9.3,17.9,67.2,0.7,4.3,20.6,46.4,84.4
310450460222017,School,Glenbrook Elem School,SD U-46,LARGE,ELEMENTARY,493,28.2,5.9,51.1,10.8,2.6,16.8,39.4,56.8
310450460222019,School,Hanover Countryside Elem School,SD U-46,LARGE,ELEMENTARY,379,31.1,8.4,42.2,12.9,4.5,22.2,37.7,52.8
310450460222020,School,Highland Elem School,SD U-46,LARGE,ELEMENTARY,614,6.7,5.9,80.5,0.3,2.8,25.7,66.3,87.8
310450460222021,School,Hillcrest Elem School,SD U-46,LARGE,ELEMENTARY,492,10.8,4.7,76.8,2.0,2.6,14.4,64.4,82.3
310450460222022,School,Huff Elem School,SD U-46,LARGE,ELEMENTARY,595,3.0,4.7,87.7,0.7,2.2,17.8,74.6,87.7
310450460222024,School,Laurel Hill Elem School,SD U-46,LARGE,ELEMENTARY,491,6.7,2.2,85.9,1.6,1.8,14.7,73.3,83.7
310450460222025,School,Lowrie Elem School,SD U-46,LARGE,ELEMENTARY,393,9.9,5.6,80.9,,2.5,17.6,68.2,87.5
310450460222026,School,McKinley Elem School,SD U-46,LARGE,ELEMENTARY,387,8.0,2.8,81.4,0.5,3.6,14.0,67.7,86.8
310450460222027,School,Oakhill Elem School,SD U-46,LARGE,ELEMENTARY,424,21.0,4.0,72.6,0.5,1.4,21.0,53.1,73.6
310450460222028,School,Ontarioville Elem School,SD U-46,LARGE,ELEMENTARY,550,3.3,2.5,90.5,2.2,0.7,16.7,79.6,90.4
310450460222029,School,Parkwood Elem School,SD U-46,LARGE,ELEMENTARY,374,9.1,7.5,77.5,0.8,2.7,18.2,65.5,88.0
310450460222031,School,Ridge Circle Elem School,SD U-46,LARGE,ELEMENTARY,521,19.0,5.2,63.7,6.3,4.4,21.3,44.3,65.6
310450460222032,School,Ronald D O Neal,SD U-46,LARGE,ELEMENTARY,545,5.1,5.1,85.3,0.2,2.4,16.5,71.4,87.7
310450460222034,School,Sunnydale Elem School,SD U-46,LARGE,ELEMENTARY,382,17.3,4.7,68.3,4.5,3.1,18.3,53.7,73.6
310450460222036,School,Washington Elem School,SD U-46,LARGE,ELEMENTARY,399,10.8,14.8,65.4,1.8,5.0,15.5,55.6,87.0
310450460222037,School,Wayne Elem School,SD U-46,LARGE,ELEMENTARY,369,65.9,2.2,17.6,10.6,3.3,23.3,16.0,20.9
310450460222038,School,Willard Elem School,SD U-46,LARGE,ELEMENTARY,318,45.6,7.9,35.2,2.5,8.5,32.1,14.8,58.8
310450460222042,School,Heritage Elem School,SD U-46,LARGE,ELEMENTARY,447,11.0,15.9,64.2,4.7,2.9,27.3,56.4,77.0
310450460222043,School,Horizon Elem School,SD U-46,LARGE,ELEMENTARY,575,34.8,7.7,35.7,15.0,4.9,18.4,33.2,48.2
310450460222044,School,Lords Park Elem School,SD U-46,LARGE,ELEMENTARY,668,6.1,5.2,83.2,2.5,1.6,12.1,67.8,85.6
310450460222047,School,Centennial School,SD U-46,LARGE,ELEMENTARY,452,65.3,1.8,13.3,15.5,3.8,21.7,16.8,20.4
310450460222048,School,Prairieview Elementary School,SD U-46,LARGE,ELEMENTARY,342,57.9,2.9,16.1,18.7,4.4,22.2,19.0,22.8
310450460222049,School,Sycamore Trails Elementary School,SD U-46,LARGE,ELEMENTARY,692,57.8,2.9,15.8,17.3,5.3,21.5,16.9,20.2
310450460222050,School,Fox Meadow Elementary School,SD U-46,LARGE,ELEMENTARY,547,50.1,6.0,24.5,12.1,6.6,22.7,14.3,35.6
310450460222051,School,Spring Trail Elementary School,SD U-46,LARGE,ELEMENTARY,347,52.7,4.9,21.0,17.0,4.3,22.5,19.6,39.8
310450460222052,School,Creekside Elem,SD U-46,LARGE,ELEMENTARY,555,21.6,9.5,59.8,2.2,5.4,18.2,37.7,67.0
310450460222053,School,Nature Ridge Elem School,SD U-46,LARGE,ELEMENTARY,596,36.6,1.8,41.9,14.8,3.9,17.8,40.4,42.1
310450460222054,School,Liberty Elem School,SD U-46,LARGE,ELEMENTARY,620,45.2,3.7,10.3,36.6,3.2,15.6,49.8,38.9
310450460222055,School,Hawk Hollow Elem School,SD U-46,LARGE,ELEMENTARY,365,57.3,5.5,13.7,20.0,2.7,21.1,15.9,30.1
310450460222056,School,Otter Creek Elem School,SD U-46,LARGE,ELEMENTARY,675,20.9,5.0,64.1,4.7,4.3,16.9,51.0,56.6
310451010222003,School,Alice Gustafson Elem School,Batavia USD 101,LARGE,ELEMENTARY,542,82.5,1.3,10.1,1.8,4.2,26.9,5.0,14.0
310451010222005,School,J B Nelson Elem School,Batavia USD 101,LARGE,ELEMENTARY,403,79.7,6.7,8.7,3.0,2.0,20.1,6.0,18.4
310451010222006,School,Louise White Elem School,Batavia USD 101,LARGE,ELEMENTARY,359,82.7,1.7,10.0,1.9,3.6,17.5,5.6,19.8
310451010222007,School,H C Storm Elem School,Batavia USD 101,LARGE,ELEMENTARY,392,70.2,4.1,21.9,1.3,2.3,20.4,16.6,25.8
310451010222009,School,Grace McWayne Elementary School,Batavia USD 101,LARGE,ELEMENTARY,316,88.6,1.9,6.3,0.9,1.6,20.9,3.2,8.2
310451010222010,School,Hoover Wood Elem School,Batavia USD 101,LARGE,ELEMENTARY,348,69.8,11.8,11.8,5.5,0.9,20.7,6.3,25.0
310451290222005,School,Freeman Elem School,Aurora West USD 129,LARGE,ELEMENTARY,565,44.1,6.5,44.1,2.3,2.8,15.0,14.2,42.5
310451290222006,School,Goodwin Elem School,Aurora West USD 129,LARGE,ELEMENTARY,367,50.4,11.2,31.6,3.5,2.5,20.4,14.4,37.6
310451290222007,School,Greenman Elem School,Aurora West USD 129,LARGE,ELEMENTARY,589,12.2,7.6,73.5,3.7,2.9,14.9,53.8,68.6
310451290222008,School,Hall Elem School,Aurora West USD 129,LARGE,ELEMENTARY,554,17.9,14.4,59.7,4.7,2.7,15.7,40.3,57.2
310451290222009,School,Hill Elem School,Aurora West USD 129,LARGE,ELEMENTARY,623,5.6,10.8,78.0,3.0,2.4,12.2,56.5,69.8
310451290222011,School,McCleery Elem School,Aurora West USD 129,LARGE,ELEMENTARY,591,8.1,15.6,67.3,6.1,2.5,13.5,46.0,66.2
310451290222012,School,Nicholson Elem School,Aurora West USD 129,LARGE,ELEMENTARY,286,15.4,11.9,70.6,0.3,1.7,21.0,44.8,60.5
310451290222014,School,Schneider Elem School,Aurora West USD 129,LARGE,ELEMENTARY,423,27.7,7.6,61.7,1.9,0.9,17.7,37.8,48.9
310451290222015,School,Smith Elem School,Aurora West USD 129,LARGE,ELEMENTARY,455,12.5,25.3,55.2,5.3,1.3,16.9,47.7,61.8
310451290222017,School,Fearn Elementary School,Aurora West USD 129,LARGE,ELEMENTARY,541,57.7,8.9,26.6,3.1,3.1,9.4,9.1,24.2
310451310222004,School,Olney C Allen Elem School,Aurora East USD 131,LARGE,ELEMENTARY,720,7.4,20.6,67.9,2.4,1.5,12.4,45.3,71.1
310451310222005,School,C M Bardwell Elem School,Aurora East USD 131,LARGE,ELEMENTARY,785,1.1,3.9,93.4,0.4,0.9,10.4,69.3,79.6
310451310222006,School,W S Beaupre Elem School,Aurora East USD 131,LARGE,ELEMENTARY,178,0.6,0.6,97.2,1.1,0.6,23.6,75.3,73.6
310451310222007,School,L D Brady Elem School,Aurora East USD 131,LARGE,ELEMENTARY,336,0.3,2.1,97.3,,,10.4,76.5,82.1
310451310222008,School,G N Dieterich Elem School,Aurora East USD 131,LARGE,ELEMENTARY,486,3.7,5.1,88.5,,2.3,10.9,63.2,70.6
310451310222009,School,John Gates Elem School,Aurora East USD 131,LARGE,ELEMENTARY,503,1.0,4.4,93.8,,0.8,15.3,70.2,70.0
310451310222010,School,Nicholas A Hermes Elem School,Aurora East USD 131,LARGE,ELEMENTARY,581,0.5,5.0,92.9,0.5,0.9,15.1,67.8,69.9
310451310222011,School,C I Johnson Elem School,Aurora East USD 131,LARGE,ELEMENTARY,352,5.1,10.5,81.5,1.1,1.7,22.4,59.9,76.1
310451310222012,School,Rose E Krug Elem School,Aurora East USD 131,LARGE,ELEMENTARY,293,3.8,18.1,76.8,,0.7,20.1,55.6,75.1
310451310222013,School,Oak Park Elem School,Aurora East USD 131,LARGE,ELEMENTARY,484,1.2,2.1,96.1,0.2,0.4,18.0,67.6,68.8
310451310222014,School,Mabel O Donnell Elem School,Aurora East USD 131,LARGE,ELEMENTARY,405,3.0,16.0,73.8,2.2,3.5,19.5,52.3,75.3
310451310222015,School,Edna Rollins Elem School,Aurora East USD 131,LARGE,ELEMENTARY,443,2.0,6.3,91.0,0.2,0.5,16.9,68.8,81.0
310451310222016,School,Fred Rodgers Magnet Acad,Aurora East USD 131,LARGE,ELEMENTARY,441,4.3,4.8,87.8,0.7,1.6,4.1,16.8,56.5
310451310222017,School,Benavides Steam Academy,Aurora East USD 131,LARGE,ELEMENTARY,412,3.6,5.3,88.3,1.2,1.2,10.7,63.3,66.7
310453000262001,School,Algonquin Lakes Elem Sch,CUSD 300,LARGE,ELEMENTARY,424,54.7,3.5,30.0,6.6,4.5,18.9,18.9,41.3
310453000262002,School,Liberty Elementary School,CUSD 300,LARGE,ELEMENTARY,757,48.9,4.2,31.2,11.0,4.2,18.0,20.6,30.6
310453000262003,School,Lincoln Prairie Elem School,CUSD 300,LARGE,ELEMENTARY,431,59.6,4.2,19.3,11.4,5.3,21.3,17.6,31.8
310453000262009,School,Dundee Highlands Elem School,CUSD 300,LARGE,ELEMENTARY,351,60.1,4.3,28.2,3.1,3.7,15.4,14.2,36.8
310453000262010,School,Eastview Elem School,CUSD 300,LARGE,ELEMENTARY,462,58.7,2.2,32.7,2.4,3.7,27.3,15.4,42.4
310453000262012,School,Golfview Elem School,CUSD 300,LARGE,ELEMENTARY,552,1.1,3.1,94.6,,1.1,14.3,69.0,86.4
310453000262013,School,Hampshire Elem School,CUSD 300,LARGE,ELEMENTARY,433,74.4,1.8,18.5,2.1,3.2,21.7,7.6,25.6
310453000262015,School,Lake in the Hills Elem School,CUSD 300,LARGE,ELEMENTARY,553,58.0,2.5,30.7,4.3,4.2,14.8,16.1,41.2
310453000262016,School,Meadowdale Elem School,CUSD 300,LARGE,ELEMENTARY,401,3.7,2.5,92.8,0.7,,14.7,74.1,78.6
310453000262018,School,Parkview Elementary School,CUSD 300,LARGE,ELEMENTARY,424,23.1,11.6,60.1,1.9,2.8,20.3,32.1,63.2
310453000262019,School,Sleepy Hollow Elem School,CUSD 300,LARGE,ELEMENTARY,319,57.1,5.6,26.3,6.0,4.7,26.3,13.2,27.6
310453000262020,School,Kenneth E Neubert Elem School,CUSD 300,LARGE,ELEMENTARY,450,67.8,2.4,20.4,2.4,6.7,25.6,16.4,28.4
310453000262021,School,Perry Elementary School,CUSD 300,LARGE,ELEMENTARY,485,2.7,37.1,57.9,,2.1,14.8,40.8,89.1
310453000262022,School,Lakewood School,CUSD 300,LARGE,ELEMENTARY,634,5.4,3.8,88.6,1.3,0.6,19.4,66.4,80.9
310453000262023,School,Westfield Community School,CUSD 300,LARGE,ELEMENTARY,1373,63.4,3.2,20.1,9.7,3.4,21.3,6.0,26.1
310453000262025,School,Gary D Wright Elem Sch,CUSD 300,LARGE,ELEMENTARY,787,68.5,2.8,21.6,2.7,4.1,15.6,8.8,22.9
310453000262026,School,Gilberts Elem Sch,CUSD 300,LARGE,ELEMENTARY,773,67.1,2.6,18.0,9.4,2.8,18.6,10.6,19.4
310453010262003,School,Howard B Thomas Grade School,Central CUSD 301,LARGE,ELEMENTARY,600,66.5,1.2,15.0,13.0,3.8,17.0,15.3,11.5
310453010262004,School,Lily Lake Grade School,Central CUSD 301,LARGE,ELEMENTARY,229,83.4,1.7,9.6,0.4,3.9,17.9,8.3,14.4
310453010262006,School,Prairie View Grade School,Central CUSD 301,LARGE,ELEMENTARY,660,68.2,2.3,11.5,15.2,2.7,14.8,12.9,8.2
310453010262007,School,Country Trails Elem,Central CUSD 301,LARGE,ELEMENTARY,652,64.4,2.6,16.1,11.3,5.5,15.2,11.0,10.6
310453020262007,School,Kaneland John Shields Elem Sch,Kaneland CUSD 302,LARGE,ELEMENTARY,493,84.6,2.6,8.9,1.0,2.4,15.0,1.8,13.2
310453020262008,School,Kaneland John Stewart Elem Sch,Kaneland CUSD 302,LARGE,ELEMENTARY,425,85.4,,10.1,1.9,1.9,23.1,4.5,18.8
310453020262009,School,Kaneland Blackberry Creek Elem,Kaneland CUSD 302,LARGE,ELEMENTARY,506,85.2,0.8,9.3,2.4,1.6,23.9,2.2,7.9
310453020262010,School,Kaneland McDole Elem School,Kaneland CUSD 302,LARGE,ELEMENTARY,464,72.0,4.1,17.7,2.2,3.7,19.2,3.9,14.2
310453030262001,School,Anderson Elem School,St Charles CUSD 303,LARGE,ELEMENTARY,424,66.3,3.5,21.9,7.1,0.2,19.3,14.2,28.5
310453030262002,School,Davis Primary School,St Charles CUSD 303,LARGE,ELEMENTARY,375,61.6,2.4,28.0,1.6,4.3,15.2,30.9,37.6
310453030262003,School,Lincoln Elem School,St Charles CUSD 303,LARGE,ELEMENTARY,188,77.7,0.5,8.0,3.7,9.6,22.3,1.1,13.3
310453030262005,School,Munhall Elem School,St Charles CUSD 303,LARGE,ELEMENTARY,476,78.8,0.8,12.4,5.9,2.1,16.0,7.1,16.6
310453030262006,School,Richmond Intermediate Sch,St Charles CUSD 303,LARGE,ELEMENTARY,410,58.5,2.4,32.4,2.2,3.4,22.9,23.2,39.8
310453030262008,School,Wasco Elem School,St Charles CUSD 303,LARGE,ELEMENTARY,400,88.5,0.3,7.3,1.0,2.8,20.8,3.5,7.0
310453030262009,School,Wild Rose Elem School,St Charles CUSD 303,LARGE,ELEMENTARY,476,84.0,1.1,2.9,10.7,1.3,14.1,3.8,5.9
310453030262010,School,Ferson Creek School,St Charles CUSD 303,LARGE,ELEMENTARY,528,79.5,0.4,8.3,7.4,3.6,18.9,10.0,6.3
310453030262012,School,Bell-Graham Elementary School,St Charles CUSD 303,LARGE,ELEMENTARY,434,80.0,0.2,7.1,6.0,6.5,23.3,4.4,8.8
310453030262013,School,Corron Elementary School,St Charles CUSD 303,LARGE,ELEMENTARY,512,66.4,2.5,12.9,13.5,4.3,18.2,7.2,7.4
310453030262014,School,Norton Creek Elementary School,St Charles CUSD 303,LARGE,ELEMENTARY,476,66.2,0.8,10.1,18.7,3.6,20.4,8.6,9.9
310453040262001,School,Heartland Elementary School,Geneva CUSD 304,LARGE,ELEMENTARY,406,84.7,1.2,6.4,4.9,2.2,13.5,3.7,3.7
310453040262003,School,Williamsburg Elem School,Geneva CUSD 304,LARGE,ELEMENTARY,505,86.7,1.0,6.5,2.6,2.6,13.9,1.6,4.4
310453040262004,School,Harrison Street Elem School,Geneva CUSD 304,LARGE,ELEMENTARY,404,74.8,1.2,19.3,2.7,1.0,19.1,9.7,16.1
310453040262006,School,Western Avenue Elem School,Geneva CUSD 304,LARGE,ELEMENTARY,350,84.6,1.7,9.7,2.3,1.4,16.9,1.1,3.4
310453040262007,School,Mill Creek School,Geneva CUSD 304,LARGE,ELEMENTARY,457,87.1,0.2,6.1,4.6,1.5,17.9,0.7,2.0
310453040262008,School,Fabyan Elementary School,Geneva CUSD 304,LARGE,ELEMENTARY,252,83.3,1.2,8.3,5.2,1.2,22.2,1.6,2.0
320380030262002,School,Donovan Elem School,Donovan CUSD 3,SMALL,ELEMENTARY,128,88.3,1.6,6.3,,3.1,21.1,1.6,58.6
320380040262003,School,Chebanse Elem School,Central CUSD 4,MEDIUM,ELEMENTARY,362,87.3,0.6,7.7,,3.9,19.9,0.3,41.4
320380060262001,School,Cissna Park Elementary School,Cissna Park CUSD 6,SMALL,ELEMENTARY,136,93.4,1.5,4.4,,0.7,16.9,,20.6
320380090262003,School,Wanda Kendall Elem School,Iroquois County CUSD 9,MEDIUM,ELEMENTARY,214,82.7,0.9,10.3,1.4,4.7,15.9,2.3,63.6
320380090262004,School,Nettie Davis Elem School,Iroquois County CUSD 9,MEDIUM,ELEMENTARY,132,80.3,0.8,16.7,0.8,1.5,36.4,4.5,59.1
320380100262002,School,Iroquois West Elem School/Gilman,Iroquois West CUSD 10,MEDIUM,ELEMENTARY,197,62.9,1.0,34.0,,2.0,23.4,13.2,52.8
320380100262003,School,Iroquois West Elem Sch/Danforth,Iroquois West CUSD 10,MEDIUM,ELEMENTARY,120,66.7,,28.3,,5.0,18.3,1.7,35.8
320380100262004,School,Iroquois West Elem Sch/Thawville,Iroquois West CUSD 10,MEDIUM,ELEMENTARY,114,57.9,1.8,34.2,,6.1,29.8,7.9,61.4
320381240262001,School,Milford Grade School West Campus,Milford Area Public Schools District 124,MEDIUM,ELEMENTARY,372,92.2,0.8,3.2,0.3,3.5,15.9,,52.4
320382490262001,School,Crescent City Grade School,Crescent Iroquois CUSD 249,SMALL,ELEMENTARY,74,93.2,,2.7,,4.1,25.7,,27.0
320460010262004,School,Je-Neir Elem School,Momence CUSD 1,MEDIUM,ELEMENTARY,326,52.1,13.8,29.4,0.3,4.3,15.6,13.2,68.4
320460020262002,School,Herscher Intermediate Sch,Herscher CUSD 2,MEDIUM,ELEMENTARY,388,94.3,0.5,1.8,,2.8,21.6,1.5,29.9
320460020262003,School,Limestone Middle Sch,Herscher CUSD 2,MEDIUM,ELEMENTARY,511,94.1,0.6,2.2,0.4,2.5,11.4,0.8,33.3
320460020262004,School,Bonfield Grade School,Herscher CUSD 2,MEDIUM,ELEMENTARY,296,94.6,0.3,1.0,0.3,3.7,25.0,0.3,25.0
320460050262003,School,Manteno Elem School,Manteno CUSD 5,LARGE,ELEMENTARY,739,86.9,1.8,7.3,0.4,3.2,20.4,2.3,33.7
320460060262002,School,Grant Park Elem School,Grant Park CUSD 6,MEDIUM,ELEMENTARY,322,87.9,,3.4,,8.7,13.4,,33.9
320460530022002,School,Shabbona Elem School,Bourbonnais SD 53,LARGE,ELEMENTARY,353,54.4,25.5,12.2,0.6,7.1,19.0,4.0,55.0
320460530022003,School,Alan B Shepard Elem School,Bourbonnais SD 53,LARGE,ELEMENTARY,600,71.7,9.0,12.2,1.3,5.7,23.0,4.8,49.5
320460530022004,School,Noel Levasseur Elem School,Bourbonnais SD 53,LARGE,ELEMENTARY,392,75.3,7.7,10.2,2.6,4.3,21.4,4.6,34.4
320460530022005,School,Liberty Intermediate School,Bourbonnais SD 53,LARGE,ELEMENTARY,536,71.5,10.6,11.4,1.5,4.9,16.4,2.2,43.3
320460610022002,School,Bradley East Elem School,Bradley SD 61,MEDIUM,ELEMENTARY,529,59.5,12.9,17.0,1.5,8.9,15.7,7.0,47.3
320460610022003,School,Bradley West Elem School,Bradley SD 61,MEDIUM,ELEMENTARY,452,60.8,12.4,16.2,0.2,10.0,19.5,6.4,66.4
320461110252003,School,Edison Primary School,Kankakee SD 111,LARGE,ELEMENTARY,234,16.2,66.7,13.2,0.4,3.4,14.5,8.5,90.6
320461110252009,School,Steuben Elementary School,Kankakee SD 111,LARGE,ELEMENTARY,272,9.6,20.6,68.4,0.4,1.1,12.1,64.7,96.3
320461110252010,School,Taft Primary School,Kankakee SD 111,LARGE,ELEMENTARY,405,20.5,55.3,19.5,0.5,3.5,16.5,11.6,87.9
320461110252011,School,Mark Twain Primary School,Kankakee SD 111,LARGE,ELEMENTARY,291,10.3,51.2,35.1,,3.4,18.6,26.1,90.4
320461110252013,School,Lincoln Cltrl Ctr-Montessori Elem,Kankakee SD 111,LARGE,ELEMENTARY,453,24.5,41.3,31.1,0.7,2.4,13.5,13.7,74.4
320461110252015,School,John Kennedy Middle Grade School,Kankakee SD 111,LARGE,ELEMENTARY,571,21.7,36.8,38.5,0.9,2.1,15.4,23.8,84.4
320461110252016,School,King Middle Grade School,Kankakee SD 111,LARGE,ELEMENTARY,514,19.1,56.6,22.4,0.2,1.8,12.8,11.9,85.2
320462560042001,School,St Anne Elem School,St Anne CCSD 256,MEDIUM,ELEMENTARY,346,66.2,2.3,24.9,,6.6,16.8,0.3,58.4
320462580042001,School,St George Elem School,St George CCSD 258,MEDIUM,ELEMENTARY,431,76.1,10.7,7.4,1.4,4.2,16.9,2.1,24.1
320462590042001,School,Lorenzo R Smith Elem School,Pembroke CCSD 259,SMALL,ELEMENTARY,203,3.4,71.9,17.2,,7.4,8.4,3.0,43.3
330362350262001,School,West Central Elementary School,West Central CUSD 235,MEDIUM,ELEMENTARY,325,91.1,0.3,2.5,,5.8,13.5,0.6,60.0
330482020262002,School,Mable Woolsey Elem School,Knoxville CUSD 202,MEDIUM,ELEMENTARY,387,89.1,0.3,5.2,,5.2,22.7,,49.1
330482050262015,School,Silas Willard Elem School,Galesburg CUSD 205,LARGE,ELEMENTARY,451,62.5,10.9,12.2,0.7,13.7,21.5,6.2,51.7
330482050262017,School,King School,Galesburg CUSD 205,LARGE,ELEMENTARY,355,62.3,14.1,10.1,0.3,13.2,16.1,6.8,65.6
330482050262018,School,Gale School,Galesburg CUSD 205,LARGE,ELEMENTARY,297,67.7,13.1,7.1,1.7,10.4,13.5,5.4,46.5
330482050262020,School,Nielson Elementary School,Galesburg CUSD 205,LARGE,ELEMENTARY,389,51.2,20.3,14.1,0.3,14.1,20.1,9.5,73.3
330482050262021,School,Steele School,Galesburg CUSD 205,LARGE,ELEMENTARY,363,41.6,28.7,11.3,1.4,16.0,24.0,10.5,70.8
330482080262001,School,R O W V A  Elem School,R O W V A CUSD 208,MEDIUM,ELEMENTARY,323,89.5,0.6,7.1,,2.8,15.8,0.3,41.5
